text,category
ரஜினி அறிவிச்சது 2017ல  டா பு**ட  அதும் 1996ல அவரு அரசியலுக்கு வரேன்னு சொல்லவும் இல்லை எதாவது பேசி படத்தை ஓட்டிரலாம் பாத்தது தப்பு இல்லை  ரஜினிய பேசின பாத்தியா இனி ஊ**ப ஊற்றுவாய்ங்க உன் படத்தை,unknown_state
Ellam ok ana last la dha...,Positive
Kuruttu mundammmm veenapona dhandammmm uday    oru like podunga,Negative
Back to Form... Vikram.. loved it..,Positive
69 வயசாகுது தலைவருக்கு ஆனால் இன்னும் விஜய் அஜித்துக்கு சோசியல் மீடியாவுல செம்ம டர்ப் கொடுக்குறாரு ஆனால் சூர்யாவோட நிலைமை இப்படி இருக்கு.,Positive
திரௌபதி சீலையை உருவி மானபங்க படுத்தியது அக்னி வம்சத்தை சார்ந்தவரே  ஆனால் இன்று அவர்கள் பெண்களை பாதுகாக்கிற்களாம் #பெண் #பாதுகாப்பு,Positive
aaaaaapppppppphhhhhhh  Wat a man Thala  Ready to rage,Positive
Oh my goodness teaser la மக்கள் செல்வன்,Positive
Full movie on my channel! ENJOY :D,Positive
இதுல Comment பண்ர எல்லோரும் சாதி வெறி நாய்ங்களா தான் இருக்கானுங்க....தூதூதூதூ,Negative
Rajini super star next c m 2. 0  pe Super,Positive
Sema ji sema ji comercial hit kuduga ippo...papo kandipa,Positive
singatha konjavum mudiyadhu enga thalapathy minjavum mudiyadhu,Positive
"ROmba nerama 483339 viewsla irku frnds, YouTube server hanging...",Mixed_feelings
Indha teaser 1m likes varom solravanga,unknown_state
suma theri mass vijay anna i like it anna,Positive
Dubbing padam mari iruku Dhanush ku munnadi Elam waste,Mixed_feelings
U1 bgm vere level solluravnge like podunge,Positive
Simbu sir your super entery style i love u simbu,Positive
என் நரம்பில் துடிக்கும் முதுகெலும்பே  என்னது! முதுகெலும்பு நரம்புல துடிக்குமா ஹே...... like here,unknown_state
Dai eppa Vera level da... Inimae tamil cinema vum World cinema thanda...‍,Negative
Dislikers are not a human being....,Positive
Dai thevidiyaa paiyaa Ravi  RAJINI PATHI THAPPA PESUNNA KOMMALA OTHUDUVEN OTHUDUVEN,Negative
Raja raja cholan kita aditchi vaangirukka vendiyadhaana daa paadu,Negative
Idhu chumma trailer thaa ma Main pitch ah nee innun paakala... Paatharaatha pathari poyuruva,Positive
அனைத்து முக்குலத்தோர் சமுதாய கட்சிகள் ஆதரவு இருக்கு...!!! எல்லோரும் டிரைலர் பாத்துட்டு நல்லா இருக்குனு சொல்றாங்க...!!! தமிழ்நாடு முக்குலத்து புலிகள் உறுபினர்கள் முழுவதும் அவங்க பார்வைக்கு கொண்டு போயாச்சு...I am waiting the movie,Positive
Semma gandle irukke mavena kollame vidamatte super thalaivare,Positive
Yaru lam trailler pathutu movie nalaiku poringa,Positive
Vadivelu comedy dha niyabagam varudhu  Tq my lord tq,Mixed_feelings
wowwwwwwww soooooooooooo cuteeeeeeee bro semmaaaaa teaser,Positive
FDFS pathachu thalaiva  padam maranathanam,Positive
U kena tunggu lebih lama lagi untuk tahu saya🤭....As A Malaysian i got goosebumps whn he spoke in malay🤭🤭🤭🤣🤩🤩🤩,Positive
#kaappaan still 12 days to go,unknown_state
Yarellam intha padam hit aagumnu solringa???,unknown_state
Jaathi jaathi nu sollitu saagarappa ena kondu poga poreenga ellaarum... Ovoruthanukku pinnaadiyum ovoru jaathi kootam laam irukkum.. atha nallavan yaarum velikaattikamaattaan.. padaththa padamaa paarunga pa.. athu namma life illa..,Mixed_feelings
Vaa thalaiva vaa thalaiva vaa thalaiva .. ennode thalaivar chumma pinraaru .. semme mass..,Positive
"1:04 maiya chod di, yaar!!!",unknown_state
Thalaivar rajini ah kindal pannum katchi neekka padanum illa.na mavana dricter padam Odathu,Negative
"எதார்த்தமான காதல் வசனங்கள், உரையாடல்கள் திறம்பட சொல்ல உன்னை தவிர வேற எவரும் இல்லை இங்கு செல்வா. உன் ஒருவனிடம் மட்டுமே எதிர் பார்க்கிறேன்.  But will support this Selva film",unknown_state
pppaahhhhhhhh..... theri theri therriiiiiiiiiii massssssss daaaaaaaaaa.... thalaaaaaaaaaa va thala vaaaaa,Positive
Oruthar mela viswasam katrathukkaka en aduthavangala asinga paduthuringa,Positive
Dislike panna peypundainga vaayila vaazhaipazham varum,Negative
Engaluku mannu ponnu 2um mukkiyam sema geththu dialogue,Positive
visvasam and petta inrha pongal sema vettama,Negative
Katta Surya fans from kerala. Trailer vere vere level.,Positive
Mass @Draupathi movie @mohan sir  Iam waiting,Positive
Konjam othinkitu Oti pathunkitu varathu thalaivaru,unknown_state
497K likes  3K left for 500K likes,unknown_state
Boyer samugam saarpaga padam vettri pera valthugal,Positive
thala naala tharuu maruu malai thandi oyatutaru anga ultimate star ru,Positive
thalaivaaaaa...! pathy pathy pathy thalapathy.. avana adichava ellam adogadhi..! B-),Positive
B.E. padipa matum mela iruka kadavulae vanthalum edukave mudiyathu...,Positive
Indha trailer ha ha ha ha.,Mixed_feelings
u kena tunggu lebih lama lagi ...untuk thosai...(thosaikku nee romba neram kathirukkkanum).....vikram speaks malay languange.,Positive
Inda trailer 1m lifetime likes kuda vaangadhu polaa,Positive
Vijay fansum rajini fansum onnu sentha petta bb visvasam out,Mixed_feelings
Arun vijay and str bgm awesome..rahmaan rock,Positive
Petta parrraakkk... mass 1990 rajini sir..,Positive
Thalaiva fan lazy ho gaye lagta hai,Mixed_feelings
CALL OF DUTY UPDATED VERSION DOWNLOAD FROM MY CHANNEL,Positive
An mozart musical not ilaya raja,Mixed_feelings
kolaveri thoondugira padam edhukku edukaran? ivan kasu parthuduvan; mathavan vettikittu savanunga. Pannadaigal!,Mixed_feelings
Yaralam Movie paththudu Vanthu Marupadiyum pakkuringa?? Hit like,Positive
"Oruthar mel ningga visvasam katerethekage, innoruthare yen asinge padetheringe",Positive
Dai thalapathy passanutha serikura mathiri vachu erukkan thavedia payan,Negative
lovedd as looott    justb say  out standinggggg   malayalam  ITH AVANEMEDAAA TRAILLERRRR,Positive
Vijay fans all support petta movie......,Positive
நாடோடிகள் 2 வெற்றிவிழா காண வாழ்த்துக்கள் படக்குழுவினர் அனைவருக்கும்,Positive
படம் வெற்றியடைய வாழ்த்துக்கள் அண்ணா மனதில் உள்ள அழுத்தத்தை இந்த படத்தில் கொண்டு வந்ததற்கு மிக்க நன்றி V M Digital Studio Dharmapuri,Positive
mass trailer vijay sir i like u very much,Positive
"Kadaisiya Vijay fans eh oththuka poranuga,""Thalaya ithukapram enga anna kooda compare panna matom"" nu.........Vera level la poikitu irukaru manushan pakumbothu...",Positive
நன்றி சிவா சார் மற்றும் குழுவினர்கள் நன்றி ட்டைரைலர்,Positive
All the best Karthi and Lokesh kanakaraaj,Negative
Thalaiva ne azhagu solum  podhu avlo azhaga iruku,Positive
விஜய் ரசிகர்கள் சார்பாக இத்திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
Really sema energetic thalaivaaa... aaduvom paaduvom kondaaduvom this pongal...,Positive
கொங்கு வேளாளக் கவுண்டர் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,Positive
Technology nu sollidu ஏண்டா epadi காசா waste pandringa,Positive
விசிக வுக்கு எதிரானவங்க இந்த Comment க்கு Like போடுங்க..,unknown_state
வணக்கம் டா மாப்ள மதுரைல இருந்து படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
Best movie for Rajni sir....,Positive
no 4k? dai sarkar ke4k inche da .im disappointed,Negative
Naan theri டிரெய்லர் paarthen mekaum arumai. muthal நால் their movie paraka Naan kaddhuerakaran  விஜய் சார் மாஸ் சூப்பர் ஸ்டார்,Positive
indha madhri classy style lam josappu nadikka inum 10 varusham aagum... and indha madhri trailer panradhe andha josappu ku kashtam,Negative
1:09 Vijay sethupathi my boss  one like poduga,unknown_state
Ithu oru loosu koothi padam . Kubathudan kandu magizha vaazthukkal. Ella loosu koothikalum aagharavu tharavendum,Negative
0.54 sec நம்ம ஊர்ல (சேலம் ஓமலூர்)  நடந்தது தானுங்கோ,Positive
Ithu 96 yara yemathuringa :-) :-),Negative
Ennaku oru sandeham trailer paatha katha therinja great ahhh.....Illa spend panna amount therinja great ahhh,Mixed_feelings
Karthi die heartfan  sunya fan🤗,unknown_state
solla varthi illa thariva  maranna masssssss.......,Positive
Super sema massu Vijay anna I really love you Padam therikka vidum!!!,Positive
சாதி வெறியராக இருப்பதை நிறுத்துங்கள். மனிதனாக மாறத் தொடங்குங்கள்.,Positive
